Sales_Order_No,Doc_Type,Order_Date,Delivery_Date,Invoice_Date,Payment_Date,Customer_ID,Customer_Name,City,State,Country,Customer_Type,Material_Code,Material_Desc,Category,Plant,Shipping_Point,Division,Sales_Rep,Quantity,Unit_Price_INR,Discount_Pct,Net_Value_INR,COGS_INR,Gross_Profit_INR,Profit_Margin_Pct,Delivery_Days,Payment_Days,Order_Status,Month,Quarter,Year
SO-2024255,ZOR,2024-01-26,2024-02-03,2024-02-08,2024-03-06,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP01,10,SR003-Arjun Singh,47,6055.5,0.35,283601.54,169200,114401.54,40.34,8,27.0,Payment Received,January,Q1,2024
SO-2024256,OR,2024-03-17,2024-03-21,2024-03-26,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP01,10,SR003-Arjun Singh,40,5921.21,3.54,228460.84,144000,84460.84,36.97,4,,Open,March,Q1,2024
SO-2024257,OR,2024-08-02,2024-08-11,2024-08-16,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP02,20,SR005-Vikram Rao,41,24180.49,6.52,926722.26,541200,385522.26,41.6,9,,Cancelled,August,Q3,2024
SO-2024258,ZEX,2024-06-25,2024-07-16,2024-07-21,2024-08-10,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP02,10,SR004-Meena Nair,25,5943.39,0.31,148120.1,90000,58120.1,39.24,21,20.0,Payment Received,June,Q2,2024
SO-2024259,ZOR,2024-10-26,2024-11-05,2024-11-07,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP03,20,SR003-Arjun Singh,16,18873.53,3.2,292318.35,172800,119518.35,40.89,10,,Delivered,October,Q4,2024
SO-2024260,OR,2024-05-01,2024-05-22,2024-05-25,2024-07-15,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1003,Electrical,Electrical,PL02-Pune,SP03,30,SR002-Priya Patel,48,23202.17,10.97,991555.66,633600,357955.66,36.1,21,51.0,Payment Received,May,Q2,2024
SO-2024261,ZOR,2024-09-09,2024-09-29,2024-10-02,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP02,10,SR003-Arjun Singh,32,3344.93,0.67,106316.34,67200,39116.34,36.79,20,,Invoiced,September,Q3,2024
SO-2024262,ZOR,2024-03-07,2024-03-20,2024-03-22,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP03,20,SR001-Rahul Sharma,21,3356.27,1.77,69232.29,44100,25132.29,36.3,13,,Open,March,Q1,2024
SO-2024263,OR,2024-10-27,2024-11-02,2024-11-05,2024-11-24,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP03,20,SR002-Priya Patel,21,11645.61,1.89,239935.62,151200,88735.62,36.98,6,19.0,Payment Received,October,Q4,2024
SO-2024264,ZEX,2024-12-21,2025-01-04,2025-01-06,2025-02-17,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP01,10,SR001-Rahul Sharma,38,37525.88,4.54,1361235.28,798000,563235.28,41.38,14,42.0,Payment Received,December,Q4,2024
SO-2024265,ZEX,2024-07-19,2024-08-09,2024-08-10,2024-08-21,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1010,Raw Material,Raw Material,PL03-Bangalore,SP03,10,SR004-Meena Nair,39,8979.59,9.71,316214.42,210600,105614.42,33.4,21,11.0,Payment Received,July,Q3,2024
SO-2024266,ZOR,2024-02-09,2024-02-19,2024-02-22,2024-03-13,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,20,SR001-Rahul Sharma,11,18817.7,11.56,183072.46,118800,64272.46,35.11,10,20.0,Payment Received,February,Q1,2024
SO-2024267,OR,2024-05-07,2024-05-12,2024-05-15,2024-05-31,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP02,20,SR004-Meena Nair,7,3703.22,0.58,25772.75,14700,11072.75,42.96,5,16.0,Payment Received,May,Q2,2024
SO-2024268,OR,2024-07-11,2024-07-17,2024-07-21,2024-09-09,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP02,10,SR003-Arjun Singh,37,36667.59,8.25,1244828.31,777000,467828.31,37.58,6,50.0,Payment Received,July,Q3,2024
SO-2024269,OR,2024-02-07,2024-02-20,2024-02-22,2024-04-18,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR001-Rahul Sharma,25,8280.15,0.9,205140.74,127500,77640.74,37.85,13,56.0,Payment Received,February,Q1,2024
SO-2024270,OR,2024-11-06,2024-11-22,2024-11-24,2024-11-27,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP03,30,SR003-Arjun Singh,7,21992.61,11.69,135947.45,92400,43547.45,32.03,16,3.0,Payment Received,November,Q4,2024
SO-2024271,ZEX,2024-06-01,2024-06-11,2024-06-12,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP01,20,SR001-Rahul Sharma,26,1242.92,10.08,29059.01,18720,10339.01,35.58,10,,Invoiced,June,Q2,2024
SO-2024272,OR,2024-09-02,2024-09-11,2024-09-12,2024-09-13,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP02,20,SR004-Meena Nair,14,8780.62,3.5,118624.09,75600,43024.09,36.27,9,1.0,Payment Received,September,Q3,2024
SO-2024273,OR,2024-02-16,2024-03-07,2024-03-11,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP02,20,SR002-Priya Patel,24,1299.39,4.43,29802.94,17280,12522.94,42.02,20,,Delivered,February,Q1,2024
SO-2024274,ZOR,2024-02-01,2024-02-08,2024-02-09,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP02,30,SR004-Meena Nair,43,9014.12,6.5,362422.75,232200,130222.75,35.93,7,,Invoiced,February,Q1,2024
SO-2024275,OR,2024-10-20,2024-10-30,2024-11-03,2024-11-22,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR005-Vikram Rao,6,6055.32,10.25,32608.91,21600,11008.91,33.76,10,19.0,Payment Received,October,Q4,2024
SO-2024276,ZOR,2024-08-17,2024-08-25,2024-08-27,2024-09-09,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP01,30,SR003-Arjun Singh,13,8235.89,5.08,101627.02,66300,35327.02,34.76,8,13.0,Payment Received,August,Q3,2024
SO-2024277,OR,2024-02-14,2024-02-29,2024-03-05,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR005-Vikram Rao,36,8490.81,3.31,295538.09,183600,111938.09,37.88,15,,Open,February,Q1,2024
SO-2024278,OR,2024-02-27,2024-03-14,2024-03-16,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP01,20,SR005-Vikram Rao,37,12458.28,9.1,419006.94,266400,152606.94,36.42,16,,Open,February,Q1,2024
SO-2024279,OR,2024-05-15,2024-05-30,2024-06-03,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR004-Meena Nair,39,12251.48,2.07,467934.47,280800,187134.47,39.99,15,,Invoiced,May,Q2,2024
SO-2024280,OR,2024-06-18,2024-06-28,2024-06-29,2024-08-15,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP02,20,SR004-Meena Nair,31,13057.5,10.76,361210.27,223200,138010.27,38.21,10,47.0,Payment Received,June,Q2,2024
SO-2024281,ZEX,2024-04-26,2024-05-03,2024-05-06,2024-06-22,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP03,10,SR002-Priya Patel,29,9061.89,3.85,252676.09,147900,104776.09,41.47,7,47.0,Payment Received,April,Q2,2024
SO-2024282,OR,2024-07-27,2024-08-14,2024-08-19,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP03,20,SR002-Priya Patel,24,3756.03,6.18,84570.95,50400,34170.95,40.41,18,,Delivered,July,Q3,2024
SO-2024283,ZEX,2024-10-18,2024-10-21,2024-10-23,2024-11-04,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP03,10,SR003-Arjun Singh,13,37644.13,2.99,474722.38,273000,201722.38,42.49,3,12.0,Payment Received,October,Q4,2024
SO-2024284,OR,2024-09-15,2024-09-30,2024-10-01,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP03,30,SR003-Arjun Singh,2,5917.74,5.87,11141.28,7200,3941.28,35.38,15,,Invoiced,September,Q3,2024
SO-2024285,OR,2024-05-12,2024-05-17,2024-05-20,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP01,30,SR002-Priya Patel,25,21063.85,10.25,472641.92,330000,142641.92,30.18,5,,Open,May,Q2,2024
SO-2024286,OR,2024-09-19,2024-09-22,2024-09-23,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR003-Arjun Singh,9,12565.27,7.21,104929.63,64800,40129.63,38.24,3,,Invoiced,September,Q3,2024
SO-2024287,ZOR,2024-06-27,2024-07-14,2024-07-17,2024-07-30,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR003-Arjun Singh,30,11943.86,6.25,335929.5,216000,119929.5,35.7,17,13.0,Payment Received,June,Q2,2024
SO-2024288,OR,2024-11-07,2024-11-19,2024-11-22,2025-01-04,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP02,30,SR003-Arjun Singh,7,9200.35,4.04,61803.53,37800,24003.53,38.84,12,43.0,Payment Received,November,Q4,2024
SO-2024289,OR,2024-09-21,2024-10-01,2024-10-02,2024-11-22,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP02,20,SR003-Arjun Singh,39,22233.52,3.84,833853.65,514800,319053.65,38.26,10,51.0,Payment Received,September,Q3,2024
SO-2024290,ZOR,2024-07-17,2024-07-21,2024-07-26,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,20,SR003-Arjun Singh,37,12868.83,4.12,456538.84,266400,190138.84,41.65,4,,Invoiced,July,Q3,2024
SO-2024291,ZOR,2024-03-28,2024-04-17,2024-04-19,2024-05-07,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP03,20,SR001-Rahul Sharma,7,1224.74,8.89,7810.94,5040,2770.94,35.48,20,18.0,Payment Received,March,Q1,2024
SO-2024292,OR,2024-04-24,2024-05-06,2024-05-10,,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP01,30,SR005-Vikram Rao,22,18103.54,7.03,370291.55,237600,132691.55,35.83,12,,Open,April,Q2,2024
SO-2024293,OR,2024-02-06,2024-02-24,2024-02-26,2024-03-29,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP01,10,SR003-Arjun Singh,8,9721.12,4.58,74207.13,43200,31007.13,41.78,18,32.0,Payment Received,February,Q1,2024
SO-2024294,OR,2024-08-22,2024-08-29,2024-09-01,2024-10-26,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP02,30,SR001-Rahul Sharma,46,8793.48,0.97,400577.57,248400,152177.57,37.99,7,55.0,Payment Received,August,Q3,2024
SO-2024295,OR,2024-05-20,2024-05-29,2024-05-31,,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP03,20,SR004-Meena Nair,49,5842.59,9.42,259311.51,176400,82911.51,31.97,9,,Invoiced,May,Q2,2024
SO-2024296,OR,2024-07-15,2024-07-18,2024-07-19,2024-08-22,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP01,10,SR001-Rahul Sharma,13,6357.59,11.4,73226.08,46800,26426.08,36.09,3,34.0,Payment Received,July,Q3,2024
SO-2024297,ZEX,2024-04-25,2024-05-09,2024-05-12,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP02,20,SR004-Meena Nair,7,3526.36,7.06,22940.82,14700,8240.82,35.92,14,,Invoiced,April,Q2,2024
SO-2024298,ZEX,2024-11-01,2024-11-20,2024-11-23,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP01,10,SR004-Meena Nair,44,38476.23,4.11,1623326.41,924000,699326.41,43.08,19,,Open,November,Q4,2024
SO-2024299,OR,2024-04-24,2024-05-01,2024-05-03,2024-06-18,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP02,30,SR003-Arjun Singh,2,3634.59,2.03,7121.77,4200,2921.77,41.03,7,46.0,Payment Received,April,Q2,2024
SO-2024300,ZEX,2024-11-15,2024-11-19,2024-11-24,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP02,20,SR004-Meena Nair,43,33817.6,10.03,1308254.68,903000,405254.68,30.98,4,,Delivered,November,Q4,2024
SO-2024301,OR,2024-05-09,2024-05-27,2024-05-29,2024-06-11,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP03,20,SR005-Vikram Rao,45,36850.14,0.11,1656404.56,945000,711404.56,42.95,18,13.0,Payment Received,May,Q2,2024
SO-2024302,OR,2024-08-02,2024-08-08,2024-08-13,2024-09-28,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP01,20,SR005-Vikram Rao,40,21288.52,1.37,839890.6,528000,311890.6,37.13,6,46.0,Payment Received,August,Q3,2024
SO-2024303,ZOR,2024-12-26,2025-01-11,2025-01-14,,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP01,10,SR001-Rahul Sharma,3,18579.97,10.92,49650.74,32400,17250.74,34.74,16,,Open,December,Q4,2024
SO-2024304,ZEX,2024-02-26,2024-03-18,2024-03-22,2024-03-31,C011,Global Tech Corp,New York,NY,US,Export,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,10,SR004-Meena Nair,6,9068.9,0.9,53923.34,30600,23323.34,43.25,21,9.0,Payment Received,February,Q1,2024
SO-2024305,OR,2024-08-25,2024-08-29,2024-08-30,2024-10-21,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP02,30,SR001-Rahul Sharma,12,1297.35,10.23,13975.99,8640,5335.99,38.18,4,52.0,Payment Received,August,Q3,2024
SO-2024306,OR,2024-01-05,2024-01-12,2024-01-14,,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR002-Priya Patel,23,16262.69,11.46,331172.61,207000,124172.61,37.49,7,,Open,January,Q1,2024
SO-2024307,OR,2024-07-23,2024-08-09,2024-08-12,2024-10-04,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP01,10,SR001-Rahul Sharma,25,12641.82,5.74,297907.94,180000,117907.94,39.58,17,53.0,Payment Received,July,Q3,2024
SO-2024308,OR,2024-08-01,2024-08-22,2024-08-26,2024-10-16,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP01,30,SR002-Priya Patel,37,8939.95,2.18,323583.35,188700,134883.35,41.68,21,51.0,Payment Received,August,Q3,2024
SO-2024309,ZOR,2024-02-27,2024-03-14,2024-03-18,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR005-Vikram Rao,5,5935.45,3.77,28558.17,18000,10558.17,36.97,16,,Open,February,Q1,2024
SO-2024310,OR,2024-09-22,2024-10-11,2024-10-16,2024-10-22,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,10,SR005-Vikram Rao,28,18886.63,2.98,513051.06,302400,210651.06,41.06,19,6.0,Payment Received,September,Q3,2024
SO-2024311,OR,2024-01-06,2024-01-14,2024-01-19,2024-03-13,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL02-Pune,SP01,20,SR003-Arjun Singh,31,16166.71,10.43,448881.22,279000,169881.22,37.85,8,54.0,Payment Received,January,Q1,2024
SO-2024312,ZOR,2024-04-24,2024-05-14,2024-05-18,2024-06-12,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL02-Pune,SP02,20,SR001-Rahul Sharma,16,33663.86,5.33,509911.79,336000,173911.79,34.11,20,25.0,Payment Received,April,Q2,2024
SO-2024313,ZOR,2024-02-22,2024-03-08,2024-03-12,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR005-Vikram Rao,36,15485.47,9.91,502225.99,324000,178225.99,35.49,15,,Cancelled,February,Q1,2024
SO-2024314,ZOR,2024-06-23,2024-07-07,2024-07-08,2024-08-29,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP03,20,SR004-Meena Nair,15,6459.89,3.98,93038.18,54000,39038.18,41.96,14,52.0,Payment Received,June,Q2,2024
SO-2024315,OR,2024-12-03,2024-12-13,2024-12-14,2025-01-04,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,10,SR001-Rahul Sharma,23,9133.1,11.57,185750.52,117300,68450.52,36.85,10,21.0,Payment Received,December,Q4,2024
SO-2024316,OR,2024-03-12,2024-03-28,2024-03-29,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR001-Rahul Sharma,40,5876.33,1.45,231647.37,144000,87647.37,37.84,16,,Invoiced,March,Q1,2024
SO-2024317,ZEX,2024-01-24,2024-02-14,2024-02-15,2024-04-04,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP01,30,SR001-Rahul Sharma,29,12223.3,7.07,329407.86,208800,120607.86,36.61,21,49.0,Payment Received,January,Q1,2024
SO-2024318,OR,2024-10-26,2024-11-13,2024-11-18,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR003-Arjun Singh,12,12645.27,2.08,148581.23,86400,62181.23,41.85,18,,Invoiced,October,Q4,2024
SO-2024319,OR,2024-08-02,2024-08-12,2024-08-15,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR005-Vikram Rao,22,13146.88,5.43,273514.2,158400,115114.2,42.09,10,,Invoiced,August,Q3,2024
SO-2024320,OR,2024-06-09,2024-06-29,2024-07-01,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP03,30,SR002-Priya Patel,14,36526.88,3.49,493544.86,294000,199544.86,40.43,20,,Open,June,Q2,2024
SO-2024321,ZOR,2024-12-21,2025-01-03,2025-01-04,2025-02-21,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP03,30,SR003-Arjun Singh,23,36201.97,6.99,774412.82,483000,291412.82,37.63,13,48.0,Payment Received,December,Q4,2024
SO-2024322,OR,2024-09-24,2024-09-30,2024-10-01,2024-10-25,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP02,30,SR003-Arjun Singh,10,14369.4,0.68,142717.91,90000,52717.91,36.94,6,24.0,Payment Received,September,Q3,2024
SO-2024323,OR,2024-12-19,2024-12-31,2025-01-02,2025-02-19,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR002-Priya Patel,35,14322.69,9.77,452326.14,315000,137326.14,30.36,12,48.0,Payment Received,December,Q4,2024
SO-2024324,ZEX,2024-07-18,2024-07-28,2024-08-02,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP02,30,SR003-Arjun Singh,45,34760.1,7.97,1439476.16,945000,494476.16,34.35,10,,Open,July,Q3,2024
SO-2024325,OR,2024-01-07,2024-01-18,2024-01-20,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR003-Arjun Singh,50,16186.0,5.32,766271.44,450000,316271.44,41.27,11,,Open,January,Q1,2024
SO-2024326,ZEX,2024-10-06,2024-10-15,2024-10-17,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP03,30,SR001-Rahul Sharma,29,8789.52,8.19,234015.36,156600,77415.36,33.08,9,,Invoiced,October,Q4,2024
SO-2024327,OR,2024-08-07,2024-08-18,2024-08-23,2024-09-08,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP01,10,SR002-Priya Patel,9,14612.09,10.15,118157.81,81000,37157.81,31.45,11,16.0,Payment Received,August,Q3,2024
SO-2024328,ZOR,2024-01-27,2024-02-08,2024-02-12,2024-04-02,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP01,30,SR001-Rahul Sharma,37,9292.72,0.87,340823.46,199800,141023.46,41.38,12,50.0,Payment Received,January,Q1,2024
SO-2024329,ZEX,2024-03-22,2024-04-07,2024-04-12,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP02,20,SR003-Arjun Singh,26,33732.71,2.65,853770.34,546000,307770.34,36.05,16,,Invoiced,March,Q1,2024
SO-2024330,ZOR,2024-09-28,2024-10-16,2024-10-21,2024-12-12,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP03,30,SR005-Vikram Rao,49,9874.53,0.11,483340.8,264600,218740.8,45.26,18,52.0,Payment Received,September,Q3,2024
SO-2024331,OR,2024-12-15,2024-12-28,2025-01-01,,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR005-Vikram Rao,8,15118.22,6.48,113105.04,72000,41105.04,36.34,13,,Delivered,December,Q4,2024
SO-2024332,ZOR,2024-01-23,2024-02-04,2024-02-06,2024-02-26,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP01,10,SR002-Priya Patel,33,5774.11,1.15,188351.57,118800,69551.57,36.93,12,20.0,Payment Received,January,Q1,2024
SO-2024333,ZEX,2024-02-23,2024-03-03,2024-03-08,2024-04-30,C011,Global Tech Corp,New York,NY,US,Export,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR002-Priya Patel,45,12981.55,8.9,532198.96,324000,208198.96,39.12,9,53.0,Payment Received,February,Q1,2024
SO-2024334,OR,2024-06-18,2024-06-22,2024-06-23,2024-06-27,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR004-Meena Nair,4,5860.19,3.02,22732.18,14400,8332.18,36.65,4,4.0,Payment Received,June,Q2,2024
SO-2024335,ZOR,2024-08-09,2024-08-22,2024-08-23,2024-09-16,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,10,SR001-Rahul Sharma,44,11612.95,0.07,510608.12,316800,193808.12,37.96,13,24.0,Payment Received,August,Q3,2024
SO-2024336,OR,2024-02-24,2024-03-07,2024-03-10,2024-04-17,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP01,20,SR002-Priya Patel,6,34727.97,11.12,185196.69,126000,59196.69,31.96,12,38.0,Payment Received,February,Q1,2024
SO-2024337,ZOR,2024-03-10,2024-03-25,2024-03-30,2024-04-17,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP03,30,SR002-Priya Patel,41,3400.64,8.13,128094.4,86100,41994.4,32.78,15,18.0,Payment Received,March,Q1,2024
SO-2024338,OR,2024-01-03,2024-01-24,2024-01-29,2024-02-23,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP02,10,SR004-Meena Nair,35,15481.93,1.02,536332.33,315000,221332.33,41.27,21,25.0,Payment Received,January,Q1,2024
SO-2024339,ZEX,2024-03-13,2024-03-21,2024-03-23,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP01,30,SR004-Meena Nair,40,37632.43,2.33,1470194.91,840000,630194.91,42.86,8,,Invoiced,March,Q1,2024
